FIRE_CAUSE,FCODE,FIRESTATUS,FIRE_CENTR,FIRE_TYPE,FIRE_YEAR,FIRE_NO,SHAPE,SIZE_HA,FIRE_NT_NM,LATITUDE,FIRE_NT_LK,FIRE_NT_ID,ZONE,FIRE_ID,IGN_DATE,GEO_DESC,LONGITUDE,OBJECTID,X,Y
Lightning,JA70003000,Active,6,Fire,2018,N52557,,2.000,,50.3044,,,5,2557,20180811000000,MacLeod #2,-117.7919,2887172,1583248.2570000007,621499.8369999994
Lightning,JA70003000,Active,6,Fire,2018,N52558,,0.030,,50.3036,,,5,2558,20180811000000,Mcleod Creek 1 ,-117.7776,2887173,1584270.6459999997,621523.6389999995
Lightning,JA70003000,Not Active,6,Fire,2018,N52559,,0.025,,49.9920,,,5,2559,20180811000000,Burton ,-117.8677,2887174,1581872.3640000010,586348.8710000003
Lightning,JA70003000,Not Active,6,Fire,2018,N52562,,0.000,,50.2153,,,5,2562,20180811000000,Saddle Mtn,-117.8780,2887175,1578296.7029999997,610945.8199999947
Lightning,JA70003000,Active,6,Fire,2018,N52564,,3.000,,49.7163,,,5,2564,20180811000000,Mount Oleary,-118.1907,2887176,1562234.2479999992,553278.9389999984
Lightning,JA70003000,Active,6,Fire,2018,N52566,,4.000,,49.7070,,,5,2566,20180812000000,Mt O'Leary #2,-118.1559,2887177,1564845.1839999994,552526.5470000040
Person,JA70003000,Fire of Note,6,Fire,2018,N52571,,0.010,Santa Rosa,48.9905,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=760,760,5,2571,20180812000000,Santa Rosa,-118.0460,2887178,1581653.4329999988,474286.3610000014
Lightning,JA70003000,Not Active,6,Fire,2018,N52602,,0.030,,50.3034,,,5,2602,20180812000000,MacLeod Creek,-117.7844,2887179,1583796.4189999998,621447.8980000028
Lightning,JA70003000,Active,6,Fire,2018,N52609,,0.010,,50.8112,,,5,2609,20180812000000,Bannock Creek,-117.6617,2887180,1585833.6260000006,678596.0649999985
Lightning,JA70003000,Active,6,Fire,2018,N52642,,0.009,,49.0118,,,5,2642,20180814000000,Hunters,-118.0260,2887181,1582839.5349999995,476808.5420000013
Lightning,JA70003000,Active,6,Fire,2018,N52650,,0.009,,50.2163,,,5,2650,20180814000000,Upper Saddle Mtn,-117.8923,2887182,1577265.9759999998,610935.4139999980
Lightning,JA70003000,Active,6,Fire,2018,N52661,,0.010,,50.3055,,,5,2661,20180814000000,MacLeod Creek #3,-117.7869,2887183,1583587.6520000007,621662.4500000002
Lightning,JA70003000,Active,6,Fire,2018,N52667,,0.002,,50.8067,,,5,2667,20180814000000,Bannock #2 ,-117.6668,2887184,1585529.7550000001,678059.2409999985
Lightning,JA70003000,New,6,Fire,2018,N52721,,24.000,,50.2743,,,5,2721,20180817000000,Riola creek,-118.1341,2887185,1559411.7300000009,615410.8699999973
Lightning,JA70003000,New,6,Fire,2018,N52722,,15.000,,50.0983,,,5,2722,20180817000000,North Side of Ingersoll Mountain,-118.0116,2887186,1570285.7789999996,596930.9690000005
Lightning,JA70003000,New,6,Fire,2018,N52723,,22.000,,49.5583,,,5,2723,20180817000000,N. Bowman Creek,-118.2178,2887187,1562213.7679999992,535600.5439999998
,JA70003000,New,6,Fire,2018,N52739,,1.000,,50.4427,,,5,2739,20180817000000,Deep Creek ,-117.6776,2887188,1589533.1370000003,637736.5099999961
Lightning,JA70003000,New,6,Fire,2018,N52754,,0.200,,50.0282,,,5,2754,20180818000000,Scalping Knife,-117.8689,2887189,1581325.6510000015,590346.5649999948
Person,JA70003000,Not Active,6,Fire,2018,N60047,,0.300,,49.0366,,,6,47,20180426000000,Bridesville,-119.1530,2887190,1500476.7660000008,470923.0039999988
Person,JA70003000,Not Active,6,Fire,2018,N60099,,0.100,,49.0167,,,6,99,20180501000000,Rock Creek-Bridesville Rd,-119.0559,2887191,1507770.7970000007,469409.2219999991
Lightning,JA70003000,Not Active,6,Fire,2018,N60394,,0.009,,49.1192,,,6,394,20180523000000,Storm Hill,-119.1105,2887192,1502682.5740000000,480352.4120000023
Lightning,JA70003000,Not Active,6,Fire,2018,N60833,,0.010,,49.2352,,,6,833,20180622000000,Boundary Creek,-118.7211,2887193,1529672.8440000003,496014.5449999999
Lightning,JA70003000,Not Active,6,Fire,2018,N60854,,0.009,,49.2290,,,6,854,20180622000000,Mt Gladstone,-118.1513,2887194,1571047.2739999997,499761.1669999994
Lightning,JA70003000,Not Active,6,Fire,2018,N60898,,0.100,,49.2529,,,6,898,20180624000000,Nelse Creek,-119.0330,2887195,1506862.1020000007,495684.4869999988
Lightning,JA70003000,Not Active,6,Fire,2018,N60937,,0.009,,49.1435,,,6,937,20180625000000,Lower Toronto Creek,-118.4439,2887196,1550853.0669999993,487999.9509999985
Person,JA70003000,Not Active,6,Fire,2018,N61225,,0.020,,49.1156,,,6,1225,20180716000000,Grandby River,-118.4483,2887197,1550863.7919999992,484880.1240000008
Person,JA70003000,Not Active,6,Fire,2018,N61331,,0.100,,49.0529,,,6,1331,20180719000000,Northfork Road,-118.4758,2887198,1549604.9680000001,477746.7540000025
Person,JA70003000,Not Active,6,Fire,2018,N61441,,0.250,,49.7561,,,6,1441,20180724000000,Goatskin Creek,-118.6250,2887199,1530620.5280000002,554328.1409999952
Person,JA70003000,Not Active,6,Fire,2018,N61449,,0.100,,49.3060,,,6,1449,20180725000000,Taurus Creek,-119.0381,2887200,1505909.1510000005,501521.1560000023
Person,JA70003000,Not Active,6,Fire,2018,N61540,,0.009,,49.6302,,,6,1540,20180728000000,Sandrift Lake,-118.8961,2887201,1512584.9179999989,538400.4100000029
Lightning,JA70003000,Not Active,6,Fire,2018,N61550,,0.200,,49.0094,,,6,1550,20180728000000,Alder Creek,-118.0975,2887202,1577668.5810000012,475958.0019999985
Lightning,JA70003000,Not Active,6,Fire,2018,N62058,,0.009,,49.8700,,,6,2058,20180802000000,N Rendell,-118.6120,2887203,1530233.6140000005,567016.9770000018
Lightning,JA70003000,Not Active,6,Fire,2018,N62059,,0.009,,49.8865,,,6,2059,20180802000000,N Rendell,-118.5673,2887204,1533239.6360000002,569181.6069999998
Lightning,JA70003000,Not Active,6,Fire,2018,N71609,,0.015,,49.0724,,,7,1609,20180730000000,Kootenay Pass,-117.0076,2887237,1656049.8819999998,492403.3700000001
Lightning,JA70003000,Not Active,6,Fire,2018,N71616,,0.300,,49.0126,,,7,1616,20180730000000,Canuck Creek,-116.0289,2887238,1727929.1080000000,495382.9140000008
Lightning,JA70003000,Not Active,6,Fire,2018,N71621,,0.009,,49.2073,,,7,1621,20180730000000,Jersey Creek,-116.8777,2887239,1663544.5279999995,508473.4819999989
Lightning,JA70003000,Not Active,6,Fire,2018,N71629,,0.100,,49.2079,,,7,1629,20180727000000,18m NE Creston,-116.0883,2887240,1720595.2030000002,516260.5039999969
Lightning,JA70003000,Active,6,Fire,2018,N71871,,0.009,,51.0056,,,7,1871,20180801000000,Bennison Creek,-117.2192,2887241,1614085.1249999995,703839.0350000001
Lightning,JA70003000,Active,6,Fire,2018,N71872,,0.009,,50.9399,,,7,1872,20180801000000,Evening Mt,-117.2227,2887242,1614749.5629999992,696552.5120000029
Lightning,JA70003000,Not Active,6,Fire,2018,N71917,,0.300,,49.0758,,,7,1917,20180801000000,SW Yahk Mtn,-115.8155,2887243,1742401.0239999997,504550.6649999982
Lightning,JA70003000,Not Active,6,Fire,2018,N71940,,0.100,,50.0407,,,7,1940,20180801000000,Fry Creek,-116.8316,2887244,1654917.6650000003,600775.0000000000
Lightning,JA70003000,Active,6,Fire,2018,N72054,,28.000,,48.9948,,,7,2054,20180802000000,Canuck Creek,-116.0912,2887245,1723692.1330000008,492791.1369999992
Lightning,JA70003000,Not Active,6,Fire,2018,N72105,,0.100,,50.8061,,,7,2105,20180801000000,Duncan River,-117.1679,2887246,1620419.2560000001,682246.5319999978
Lightning,JA70003000,Active,6,Fire,2018,N72106,,632.000,,50.2328,,,7,2106,20180803000000,McKian Creek-Monitor Only,-117.1555,2887247,1629235.6019999997,619036.7990000043
Lightning,JA70003000,Not Active,6,Fire,2018,N72130,,0.100,,49.3921,,,7,2130,20180804000000,Goat River,-116.4167,2887248,1694107.1370000015,533248.1409999961
Person,JA70003000,Not Active,6,Fire,2018,N72140,,0.009,,49.8955,,,7,2140,20180804000000,True Blue Rec Site,-116.9321,2887249,1649842.0300000003,583836.6860000007
Lightning,JA70003000,Not Active,6,Fire,2018,N72296,,0.050,,49.1986,,,7,2296,20180807000000,Jersey Creek,-116.8855,2887250,1663106.0929999987,507438.3040000051
Lightning,JA70003000,Not Active,6,Fire,2018,N72299,,0.200,,50.0045,,,7,2299,20180807000000,Texas Peak,-117.0990,2887251,1636425.0009999997,594344.2420000024
Lightning,JA70003000,Fire of Note,6,Fire,2018,N72301,,5642.000,Blazed Creek,49.1312,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=734,734,7,2301,20180807000000,Blazed Creek,-116.8605,2887252,1665882.2210000004,500249.5859999992
Lightning,JA70003000,Active,6,Fire,2018,N72367,,11.000,,49.1250,,,7,2367,20180809000000,Bayonne Creek,-116.9300,2887253,1660933.7549999987,498911.3950000033
,JA70003000,Fire of Note,6,Fire,2018,N72436,,879.000,Randal Creek,49.0020,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=761,761,7,2436,20180811000000,Randal Creek,-115.8951,2887254,1737804.0709999998,495607.0839999998
Lightning,JA70003000,Not Active,6,Fire,2018,N72589,,0.009,,50.2658,,,7,2589,20180812000000,Greyhorse Ridge,-116.9852,2887255,1640824.9839999997,624207.6500000004
Lightning,JA70003000,Active,6,Fire,2018,N72671,,0.100,,50.7637,,,7,2671,20180815000000,Stevens Creek - Modified Response,-117.2014,2887256,1618661.8770000003,677263.5050000027
Lightning,JA70003000,Active,6,Fire,2018,N72675,,0.500,,50.8252,,,7,2675,20180815000000,East of Duncan River - Modified Response,-117.1727,2887257,1619822.3689999995,684316.8750000009
Lightning,JA70003000,Active,6,Fire,2018,N72682,,0.350,,49.0735,,,7,2682,20180815000000,South of Boulais Creek,-116.8371,2887258,1668399.7949999999,494115.2120000003
,JA70003000,Not Active,7,Fire,2018,C10018,,8.980,,52.9158,,,1,18,20180419000000,Quesnel,-122.4835,2887259,1235882.4609999994,884490.7089999961
Lightning,JA70003000,Not Active,7,Fire,2018,C10124,,0.009,,52.8002,,,1,124,20180507000000,2.1 km up French Rd,-122.1965,2887260,1255808.7029999995,872613.4479999999
Lightning,JA70003000,Not Active,7,Fire,2018,C10144,,0.009,,53.0878,,,1,144,20180509000000,Kluskus Lakes,-124.4885,2887261,1101017.2009999999,898899.0350000095
Person,JA70003000,Not Active,7,Fire,2018,C10382,,0.009,,52.9500,,,1,382,20180525000000,Tibbles Road,-123.0227,2887262,1199579.4569999995,886645.5170000000
Lightning,JA70003000,Not Active,7,Fire,2018,C10468,,0.009,,52.8086,,,1,468,20170707000000,Green Mtn,-122.2810,2887263,1250081.6809999994,873241.6300000092
Lightning,JA70003000,Not Active,7,Fire,2018,C10627,,43.000,,52.8660,,,1,627,20180620000000,Nazko,-123.5495,2887264,1164603.0129999998,875926.9469999960
Lightning,JA70003000,Not Active,7,Fire,2018,C10705,,8.800,,52.9244,,,1,705,20180621000000,Swift River,-121.6537,2887265,1291427.1610000001,888541.2149999989
Lightning,JA70003000,Not Active,7,Fire,2018,C10758,,0.009,,53.3972,,,1,758,20180621000000,Boat Lake Creek,-123.9021,2887266,1139173.8469999998,934405.2850000001
Lightning,JA70003000,Not Active,7,Fire,2018,C10782,,144.000,NW of Batnuni Lake,53.4240,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=693,693,1,782,20180621000000,NW of Batnuni Lake,-124.2847,2887267,1113725.8789999995,936707.4620000012
Lightning,JA70003000,Not Active,7,Fire,2018,C11058,,0.009,,52.9189,,,1,1058,20180706000000,Cunningham Creek,-121.2243,2887268,1320219.5709999998,889785.6859999998
Lightning,JA70003000,Not Active,6,Fire,2018,N62149,,0.300,,49.1447,,,6,2149,20180804000000,James Creek,-119.0452,2887205,1507152.4600000004,483635.7170000011
Lightning,JA70003000,Not Active,6,Fire,2018,N62444,,0.009,,49.2203,,,6,2444,20180811000000,Upper Miller Creek,-118.3919,2887206,1553720.1269999999,496889.5900000073
Lightning,JA70003000,Not Active,6,Fire,2018,N62457,,0.200,,49.1021,,,6,2457,20180811000000,Snowball Creek,-118.4256,2887207,1552673.3049999990,483567.7780000009
Lightning,JA70003000,Fire of Note,6,Fire,2018,N62464,,12.000,Toronto Creek,49.1388,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=759,759,6,2464,20180811000000,Toronto Creek,-118.4202,2887208,1552634.5699999996,487667.7350000013
Lightning,JA70003000,Not Active,6,Fire,2018,N62482,,0.150,,49.5675,,,6,2482,20180811000000,China Creek,-118.9835,2887209,1506986.2769999998,530838.9450000003
Lightning,JA70003000,Not Active,6,Fire,2018,N62539,,0.009,,49.1351,,,6,2539,20180811000000,Toronto Creek 2,-118.4296,2887210,1551995.5209999997,487187.5449999990
Person,JA70003000,Fire of Note,6,Fire,2018,N62556,,150.000,Lynch Creek ,49.2564,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=763,763,6,2556,20180811000000,Lynch Creek 2.5 km,-118.4060,2887211,1552262.7890000003,500763.0119999982
Lightning,JA70003000,Active,6,Fire,2018,N62569,,0.009,,48.9699,,,6,2569,20180812000000,Kettle Mountain,-118.7803,2887212,1528381.1599999997,466259.5870000003
Lightning,JA70003000,Not Active,6,Fire,2018,N62596,,0.100,,49.5767,,,6,2596,20180812000000,9 Miles North of Beaverdel,-118.9618,2887213,1508452.3700000001,532012.7170000011
Lightning,JA70003000,Active,6,Fire,2018,N62623,,7.000,,49.4583,,,6,2623,20180813000000,Curry Mountain,-119.0156,2887214,1505869.9810000004,518530.6819999972
,JA70003000,Not Active,6,Fire,2018,N62674,,0.009,,49.1551,,,6,2674,20180815000000,2.5 Km E of Gilpin-Stewart Creek,-118.2815,2887215,1562505.6180000000,490558.2460000021
Person,JA70003000,Active,6,Fire,2018,N62715,,0.200,,49.2362,,,6,2715,20180816000000,Lynch Creek FSR,-118.3914,2887216,1553566.6710000008,498651.7390000019
,JA70003000,New,6,Fire,2018,N62729,,44.000,,49.4543,,,6,2729,20180817000000,St. Anne's Creek,-118.3590,2887217,1553299.2409999999,522998.7249999987
Person,JA70003000,Not Active,6,Fire,2018,N70029,,0.700,,50.2384,,,7,29,20180423000000,South of Meadow Creek FSR,-116.9748,2887218,1641945.6609999998,621285.1429999992
Person,JA70003000,Not Active,6,Fire,2018,N70338,,0.009,,49.6721,,,7,338,20180522000000,Crawford Creek,-116.8099,2887219,1661763.8290000008,560333.6409999989
Lightning,JA70003000,Not Active,6,Fire,2018,N70930,,0.009,,49.6087,,,7,930,20180625000000,Sitkum Creek,-117.2057,2887220,1634284.5369999995,549721.9960000021
Lightning,JA70003000,Active,6,Fire,2018,N71335,,13.000,,50.4299,,,7,1335,20180719000000,Tenderfoot Creek-Modified Response,-117.2989,2887221,1616399.3159999992,639545.6850000024
Person,JA70003000,Not Active,6,Fire,2018,N71364,,0.009,,49.6038,,,7,1364,20180720000000,Gray Creek,-116.7937,2887222,1663907.2819999990,552955.8770000031
Person,JA70003000,Not Active,6,Fire,2018,N71440,,0.200,,49.5930,,,7,1440,20180724000000,Sitkum Creek,-117.2060,2887223,1634476.8880000003,547989.1839999985
Lightning,JA70003000,Not Active,6,Fire,2018,N71463,,0.009,,50.5298,,,7,1463,20180725000000,American Creek,-117.3145,2887224,1613942.1249999998,650437.9979999997
Lightning,JA70003000,Not Active,6,Fire,2018,N71505,,0.900,,50.2983,,,7,1505,20180727000000,Cascade Creek,-117.1987,2887225,1625276.1809999996,625889.5140000004
Lightning,JA70003000,Not Active,6,Fire,2018,N71508,,0.005,,50.2646,,,7,1508,20180727000000,Meadow Mountain FSR,-117.0166,2887226,1638617.3360000011,623798.3539999928
Lightning,JA70003000,Not Active,6,Fire,2018,N71515,,0.280,,49.1108,,,7,1515,20180727000000,Windy Ridge,-116.9598,2887227,1658970.3909999991,497075.9160000002
Lightning,JA70003000,Not Active,6,Fire,2018,N71519,,0.009,,49.0923,,,7,1519,20180727000000,"Elvins, Leum",-116.9469,2887228,1660169.1290000009,495156.1150000012
Lightning,JA70003000,Not Active,6,Fire,2018,N71520,,0.009,,49.0839,,,7,1520,20180727000000,User Creek,-116.9379,2887229,1660943.3740000008,494314.9410000006
Lightning,JA70003000,Not Active,6,Fire,2018,N71535,,1.000,,49.0118,,,7,1535,20180728000000,Hawkins Creek,-116.0272,2887230,1728069.9599999986,495311.2700000051
Lightning,JA70003000,Not Active,6,Fire,2018,N71556,,0.009,,49.5068,,,7,1556,20180728000000,S of White Grouse Mtn,-116.4444,2887231,1690400.5490000001,545613.2259999989
Lightning,JA70003000,Not Active,6,Fire,2018,N71559,,0.009,,49.3047,,,7,1559,20180729000000,SW of Mt Baldy,-117.0456,2887232,1650035.3629999997,517644.6550000003
Lightning,JA70003000,Not Active,6,Fire,2018,N71562,,0.009,,49.7665,,,7,1562,20180729000000,Nelmet Lake,-117.0656,2887233,1642126.3540000003,568384.6099999994
Lightning,JA70003000,Active,6,Fire,2018,N71590,,156.000,,49.2192,,,7,1590,20180729000000,Next Creek,-116.9100,2887234,1661043.9990000008,509479.3610000005
Lightning,JA70003000,Active,6,Fire,2018,N71602,,1391.000,,49.3797,,,7,1602,20180730000000,Mount Dickson,-116.5136,2887235,1687318.7729999996,530937.6180000007
Lightning,JA70003000,Not Active,6,Fire,2018,N71604,,0.009,,49.1942,,,7,1604,20180730000000,Jersey Creek,-116.8855,2887236,1663172.4759999998,506953.9749999978
Lightning,JA70003000,Active,6,Fire,2018,N42078,,0.100,,51.9982,,,4,2078,20180803000000,S of Good Grass Crk ,-118.1620,2887046,1536220.1699999995,806021.5790000008
Lightning,JA70003000,Active,6,Fire,2018,N42079,,2.100,,51.3142,,,4,2079,20180803000000,Roseberry Mt West Aspect - modified response.,-118.1848,2887047,1543061.6849999996,730083.7069999985
Lightning,JA70003000,Not Active,6,Fire,2018,N42082,,0.009,,51.5356,,,4,2082,20180803000000,North Fissure Creek,-118.5805,2887048,1513090.8509999993,751664.6150000021
Lightning,JA70003000,Not Active,6,Fire,2018,N42085,,0.100,,51.5126,,,4,2085,20180803000000,North Fissure Creek 2,-118.5784,2887049,1513500.1030000006,749121.3739999924
Lightning,JA70003000,Active,6,Fire,2018,N42098,,0.030,,51.5545,,,4,2098,20180803000000,N Goldsstream Rd. Modified Response,-118.1303,2887050,1543863.0179999988,757111.4760000017
Lightning,JA70003000,Not Active,6,Fire,2018,N42100,,0.009,,51.8176,,,4,2100,20180803000000,South of Mica Airstrip,-118.6281,2887051,1506541.0830000003,782575.2630000003
Lightning,JA70003000,Not Active,6,Fire,2018,N42101,,0.009,,51.8171,,,4,2101,20180803000000,South of Mica Air,-118.6375,2887052,1505902.5470000000,782448.7960000029
Lightning,JA70003000,Not Active,6,Fire,2018,N42117,,0.100,,51.6544,,,4,2117,20180803000000,South of Goldstream,-118.5726,2887053,1512243.7909999997,764879.5559999989
Lightning,JA70003000,Active,6,Fire,2018,N42141,,0.600,,51.6786,,,4,2141,20180804000000,S of Craw Peak - Modified Response,-118.0374,2887054,1548701.1309999996,771578.6040000003
Lightning,JA70003000,Not Active,6,Fire,2018,N42151,,0.300,,52.0587,,,4,2151,20180804000000,Cummins Provincial Park,-118.1584,2887055,1535716.2800000007,812753.4409999996
Lightning,JA70003000,Active,6,Fire,2018,N42159,,2.100,,51.5475,,,4,2159,20180804000000,Sorcerer Creek,-118.0726,2887056,1547923.9399999990,756787.1780000012
Lightning,JA70003000,Active,6,Fire,2018,N42166,,0.010,,51.0518,,,4,2166,20180804000000,Clachnacudainn Drainage -Parks Canada fire#2018RE5,-117.9983,2887057,1559264.0000000005,702493.4940000027
Lightning,JA70003000,Not Active,6,Fire,2018,N42230,,0.009,,52.0943,,,4,2230,20180805000000,Nagle Creek,-118.6454,2887058,1502158.9330000004,813131.4310000027
Lightning,JA70003000,Active,6,Fire,2018,N42293,,226.000,,51.6693,,,4,2293,20180807000000,Goldstream River,-118.5318,2887059,1514875.6220000000,766829.0429999996
Lightning,JA70003000,Active,6,Fire,2018,N42340,,60.000,,51.9161,,,4,2340,20180808000000,Louis Lee Drainage - Modified Response,-118.3573,2887060,1523895.1450000000,795456.1620000023
Lightning,JA70003000,Fire of Note,6,Fire,2018,N42384,,101.000,Redburn Creek,51.4557,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=748,748,4,2384,20180809000000,Redburn Creek,-116.8924,2887061,1630383.9770000004,756451.9680000022
Lightning,JA70003000,Active,6,Fire,2018,N42401,,9.000,,50.9095,,,4,2401,20180810000000,West of Mt. Darling,-117.8148,2887062,1573857.2450000006,688219.8150000004
Lightning,JA70003000,Active,6,Fire,2018,N42403,,30.000,,51.9737,,,4,2403,20180810000000,Pat Creek #2  Modified Response,-118.6441,2887063,1503642.6249999991,799761.4110000031
Lightning,JA70003000,Active,6,Fire,2018,N42446,,14.000,,52.2566,,,4,2446,20180811000000,Wood River,-118.1277,2887064,1535356.1389999995,834906.3899999997
Lightning,JA70003000,Not Active,6,Fire,2018,N42453,,0.009,,51.3300,,,4,2453,20180811000000,Cabin Creek,-117.0371,2887065,1622190.6470000006,741275.5540000005
Lightning,JA70003000,Not Active,6,Fire,2018,N42462,,0.009,,51.1298,,,4,2462,20180811000000,Sale Mountain,-118.1618,2887066,1546922.8909999998,709848.9730000012
Lightning,JA70003000,Not Active,6,Fire,2018,N42463,,0.020,,51.3611,,,4,2463,20180811000000,N of Deserted Lake,-117.0816,2887067,1618687.1860000007,744323.2909999955
Lightning,JA70003000,Not Active,6,Fire,2018,N42465,,0.100,,51.3234,,,4,2465,20180811000000,Mt. Hughes,-117.0997,2887068,1617960.2340000009,740007.1569999969
Lightning,JA70003000,Not Active,6,Fire,2018,N42470,,0.030,,51.3081,,,4,2470,20180811000000,Navi Creek,-116.8843,2887069,1633053.1030000001,740217.8719999986
Lightning,JA70003000,Not Active,6,Fire,2018,N42474,,0.009,,51.5692,,,4,2474,20180811000000,Goldstream River,-118.0388,2887070,1549977.2430000002,759446.3190000011
Lightning,JA70003000,Not Active,6,Fire,2018,N42478,,0.009,,51.5006,,,4,2478,20180811000000,South of Beaver Canyon,-117.4555,2887071,1591002.0060000003,756562.0680000009
Lightning,JA70003000,Fire of Note,6,Fire,2018,N42490,,72.000,Glenogel and Porcupine,51.2803,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=769,769,4,2490,20180811000000,Glenogel and Porcupine,-116.7411,2887072,1643348.1920000007,738434.5479999995
Lightning,JA70003000,Not Active,6,Fire,2018,N42518,,0.009,,51.2070,,,4,2518,20180811000000,Canyon Creek,-116.9770,2887073,1628084.1450000005,728224.3639999973
Lightning,JA70003000,Not Active,6,Fire,2018,N42567,,0.020,,51.1535,,,4,2567,20180812000000,South of Skunk Cabbage Picnic Site,-117.7991,2887074,1571817.6399999994,715332.5910000075
Lightning,JA70003000,Not Active,6,Fire,2018,N42576,,0.009,,51.0276,,,4,2576,20180812000000,Beaverfoot,-116.2324,2887075,1682345.6790000007,715307.9419999998
Person,JA70003000,Not Active,6,Fire,2018,N42583,,0.009,,51.2225,,,4,2583,20180812000000,Canyon Creek,-117.0249,2887076,1624549.5189999999,729503.8689999953
Lightning,JA70003000,Active,6,Fire,2018,N42593,,0.300,,51.7831,,,4,2593,20180812000000,Bush Arm,-117.5186,2887077,1582894.6190000002,787283.7280000001
Lightning,JA70003000,Not Active,6,Fire,2018,N42597,,0.020,,51.2720,,,4,2597,20180812000000,Glenogle (south of ),-116.7333,2887078,1644002.6699999995,737591.8449999997
Lightning,JA70003000,Not Active,6,Fire,2018,N42604,,0.002,,51.3287,,,4,2604,20180812000000,Hospital Creek,-116.9355,2887079,1629223.4620000008,742031.7560000001
Lightning,JA70003000,Fire of Note,6,Fire,2018,N42605,,14.000,Hunter Creek,51.3032,http://bcfireinfo.for.gov.bc.ca/hprScripts/WildfireNews/OneFire.asp?ID=774,774,4,2605,20180812000000,Hunter Creek,-116.8472,2887080,1635689.1129999992,740007.5499999980
Lightning,JA70003000,Not Active,6,Fire,2018,N42607,,0.030,,52.0605,,,4,2607,20180812000000,East side of Mica Dam,-118.5610,2887081,1508298.9739999995,809977.2009999994
Lightning,JA70003000,Not Active,6,Fire,2018,N42611,,0.020,,51.2995,,,4,2611,20180812000000,3.7 k up the Carnes Creek,-118.2287,2887082,1540203.2210000004,728127.6229999987
Lightning,JA70003000,Not Active,6,Fire,2018,N42636,,0.010,,51.2477,,,4,2636,20180814000000,North of Laforme Creek,-118.2633,2887083,1538437.2849999990,722126.3160000006
Lightning,JA70003000,Not Active,6,Fire,2018,N42638,,0.020,,51.5425,,,4,2638,20180814000000,N/W Beaver Bay,-117.4518,2887084,1590697.0259999998,761224.3410000000
Lightning,JA70003000,Not Active,6,Fire,2018,N42641,,0.030,,51.9747,,,4,2641,20180814000000,West of Kinbasket across from Tzar Creek,-118.1346,2887085,1538377.2210000008,803627.8359999983
Lightning,JA70003000,Not Active,6,Fire,2018,N42644,,0.005,,51.9941,,,4,2644,20180814000000,Swords Creek,-118.6851,2887086,1500610.7230000009,801734.3159999996
Lightning,JA70003000,New,6,Fire,2018,N42731,,0.600,,51.9863,,,4,2731,20180817000000,Kinbasket River,-117.9594,2887087,1550168.3640000010,806259.3989999993
Lightning,JA70003000,New,6,Fire,2018,N42732,,0.009,,52.1512,,,4,2732,20180817000000,Woodarm 2 miles above the mouth of the River,-118.1710,2887088,1533723.1109999993,822907.8470000010
Lightning,JA70003000,New,6,Fire,2018,N42750,,0.300,,52.0555,,,4,2750,20180817000000,Sprague Bay,-118.4564,2887089,1515475.8719999993,810182.7130000032
Lightning,JA70003000,Not Active,6,Fire,2018,N50106,,0.250,,49.3602,,,5,106,20180504000000,Syringa  above the park,-117.9050,2887090,1587233.4269999997,516259.3940000031
Person,JA70003000,Not Active,6,Fire,2018,N50162,,1.280,,49.1289,,,5,162,20180512000000,Sandspit Road,-117.7281,2887091,1603002.4809999999,492225.7329999981
Person,JA70003000,Not Active,6,Fire,2018,N50388,,0.009,,49.0902,,,5,388,20180504000000,West Trail Lookout,-117.7044,2887092,1605224.1769999992,488152.7150000045
Person,JA70003000,Not Active,6,Fire,2018,N50392,,0.100,,49.0898,,,5,392,20180504000000,West Trail Lookout,-117.7065,2887093,1605077.0060000001,488090.5959999999
Lightning,JA70003000,Not Active,6,Fire,2018,N50483,,0.009,,49.4585,,,5,483,20180604000000,South Slocan - Pinecrest Road,-117.5419,2887094,1612142.3330000006,530188.4029999999
Lightning,JA70003000,Not Active,6,Fire,2018,N50499,,0.100,,49.1642,,,5,499,20180606000000,Archibald Creek,-117.4187,2887095,1624973.7799999984,498793.7260000091
Lightning,JA70003000,Not Active,6,Fire,2018,N50621,,0.010,,49.3637,,,5,621,20180620000000,North of Rialto,-117.7731,2887096,1596707.3100000012,517753.4919999987
Lightning,JA70003000,Not Active,6,Fire,2018,N50708,,0.009,,49.2766,,,5,708,20180621000000,24 Mile Rec Site,-117.9545,2887097,1584709.2109999992,506619.9530000007
Lightning,JA70003000,Not Active,6,Fire,2018,N50709,,0.009,,50.1285,,,5,709,20180620000000,Saddle Mountain,-117.8769,2887098,1579477.7849999992,601363.0479999986
